BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201903,24,1805,201903,24,1805,134905,816318,MISSOURI,29,March,Thunderstorm Wind,C,93,IRON,LSX,24/03/19 18:05,CST-6,24/03/19 18:05,0,0,0,0,0,0,Law Enforcement,65,EG,1,W,VIBURNUM,1,W,VIBURNUM,37.7206,-91.1454,37.7206,-91.1454,"As a strong cold front moved through the region, severe storms developed mainly along and south of Interstate 70. There were numerous reports of large hail, as well as some wind damage and 3 tornadoes.","Thunderstorm winds blew down several 40 foot tall, one foot diameter oak trees onto Highway 49 just west northwest of Viburnum.",CSV
201907,7,1819,201907,7,1819,140285,844585,FLORIDA,12,July,Thunderstorm Wind,C,63,JACKSON,TAE,07/07/19 18:19,CST-6,07/07/19 18:19,0,0,0,0,0,0,911 Call Center,50,EG,1,SE,GRAND RIDGE,1,SE,GRAND RIDGE,30.7,-85.01,30.7,-85.01,"As is typical during summer, scattered afternoon thunderstorms produced a few instances of damaging winds.",A tree was blown down onto Shady Grove Road.,CSV
201910,19,1255,201910,19,1255,143260,859359,ATLANTIC SOUTH,87,October,Marine Thunderstorm Wind,Z,552,VOLUSIA-BREVARD COUNTY LINE TO SEBASTIAN INLET 0-20NM,MLB,19/10/19 12:55,EST-5,19/10/19 12:55,0,0,0,0,0,0,Other Federal Agency,40,MG,12,E,PLAYALINDA BEACH,12,E,PLAYALINDA BEACH,28.57,-80.59,28.57,-80.59,Thunderstorms within the outer rain bands of Tropical Storm Nestor moved onshore the Volusia County and Brevard County coastline producing strong wind gusts.,US Air Force wind tower 1102 measured a peak wind gust of 40 knots from the southwest.,CSV
201906,20,315,201906,20,315,136662,839598,TENNESSEE,47,June,Thunderstorm Wind,C,51,FRANKLIN,HUN,20/06/19 3:15,CST-6,20/06/19 3:15,0,0,0,0,200,0,State Official,43,EG,1,WNW,WINCHESTER,1,WNW,WINCHESTER,35.19,-86.14,35.19,-86.14,"Thunderstorms that originated in northeast Texas during the afternoon of the 19th, evolved into a larger complex sped east-northeast during the evening and overnight hours through northern Louisiana, southern Arkansas, northern Mississippi and southwest Tennessee.  The complex pushed through middle Tennessee and north Alabama between Midnight and 4 am.  The gust front along the leading edge of the showers and thunderstorms produced measured wind gusts of 35-51 mph.  The highest measured gust was in Trinity in Morgan County. Several reports were received of large limbs and trees being knocked down. This resulted in a few minor power outages.",A tree was knocked down.,CSV
201907,20,1715,201907,20,1715,140026,842464,IOWA,19,July,Thunderstorm Wind,C,125,MARION,DMX,20/07/19 17:15,CST-6,20/07/19 17:15,0,0,0,0,0,0,AWOS,59,MG,1,S,KNOXVILLE ARPT,1,S,KNOXVILLE ARPT,41.28,-93.12,41.28,-93.12,"The atmosphere was juiced so to speak ahead of a cold front sliding into the region. MUCAPE values very quickly approached and exceeded 4000 J/kg by mid-morning. With the cold front and previous storm outflows the impetus for new convection, discrete storms were not expected, with the prevailing storm type being the linear or quasi-linear convective system (QLCS) variety. Additional support for the QLCS mode was seen with, once again the cold frontal and outflow forcing, highly unstable atmosphere, and little to no convective inhibition.  Additional support for strong winds was seen with DCAPE values in excess of 1500 J/kg across much of the area  Once a system began to produce a decent cold pool, there would be little to prevent it from progressing. ||That was evident in Iowa as two distinct QLCSs moved through. First in the morning hours across northern Iowa, and second during the late morning through evening hours from central Iowa and on toward south central and southeast Iowa. In both cases, damaging winds widely prevailed. Across northern Iowa the gust front roared out ahead of the line of convection, continuing to produce severe wind reports in areas of no storms well to the south and east. In central and southeast Iowa, widespread reports of 60 to 70 mph winds and various tree damage (from large limbs to entire trees) were received along a path from roughly Perry, IA through Ottumwa, IA.",Knoxville Municipal Airport AWOS recorded a 68 mph wind gust.,CSV
201907,4,1300,201907,4,1300,140448,844374,NORTH CAROLINA,37,July,Thunderstorm Wind,C,63,DURHAM,RAH,04/07/19 13:00,EST-5,04/07/19 13:00,0,0,0,0,20000,0,Emergency Manager,50,EG,1,ESE,DURHAM,1,ESE,DURHAM,36.01,-78.9,36.01,-78.9,"Scattered showers and thunderstorms developed across central North Carolina, primarily along differential heating boundaries, during peak heating as the moist atmosphere became moderately unstable. Several storms became severe, producing wind damage and isolated flash flooding.",One tree was blown down onto a residence along Dacian Avenue in Durham. A lightning strike also resulted in a house fire near the 100 block of Presidents Drive.,CSV
201907,22,1715,201907,22,1715,138645,834701,NEW JERSEY,34,July,Thunderstorm Wind,C,35,SOMERSET,PHI,22/07/19 17:15,EST-5,22/07/19 17:15,0,0,0,0,0,0,Fire Department/Rescue,50,EG,2,ENE,GRIGGSTOWN,2,ENE,GRIGGSTOWN,40.46,-74.59,40.46,-74.59,"A frontal boundary stalled over the mid-Atlantic on July 22. An approaching upper level trough helped spur the development of a wave of low pressure along the front. A very favorable environment for convection and severe weather developed along and south of this boundary. Extremely high moisture content was present in the air mass, allowing moderate to strong instability to build during the heating of the day. The frontal boundary and developing low also helped to enhance both low level and deep layer shear to respectably strong values for midsummer. The result was a day of widespread severe weather. Discrete storms early in the afternoon gave way to a powerful mesoscale convective system in the evening which produced widespread damaging winds with considerable damage over a large area.",Trees and wires were downed on Millstone River Rd.,CSV
201909,15,145,201909,15,145,142552,855750,IOWA,19,September,Thunderstorm Wind,C,181,WARREN,DMX,15/09/19 1:45,CST-6,15/09/19 1:45,0,0,0,0,0,0,Emergency Manager,56,EG,2,SSW,ST MARYS,2,SSW,ST MARYS,41.29,-93.75,41.29,-93.75,"Another day, another round of storms within upper level zonal flow and low level jet initiated storms. In this instance, the nose of the low level jet oriented itself such that the focus was near and west of the Iowa-Nebraska border. The first storms initiated late in the evening just west of the Missouri River and propagated eastward within an environment of  2000-3000 J/kg MUCAPE, 1000-1300 J/kg DCAPE, and around 30 kts of effective bulk shear. Generally speaking, storms struggled to grow in aerial extent and remain organized. Even so, with the at least marginally supportive environment, a handful of damaging wind reports were received, primarily affecting Warren County.","Emergency manager reported a large, healthy, tree was split in the 160 block of 30th Ave. As a result, a limb greater than 6 inches in diameter was severed from the tree. Time estimated from radar.",CSV
201908,17,1804,201908,17,1804,141169,851178,PENNSYLVANIA,42,August,Thunderstorm Wind,C,3,ALLEGHENY,PBZ,17/08/19 18:04,EST-5,17/08/19 18:04,0,0,0,0,1000,0,Emergency Manager,50,EG,0,N,CHERRY CITY,0,N,CHERRY CITY,40.48,-79.97,40.48,-79.97,"A weak, low-amplitude shortwave crossed the region during the daylight hours.  Combined with sufficient instability, scattered thunderstorms were able to develop during the afternoon.  The strongest storms, and thus the bulk of the severe weather reports, occurred near and north of Pittsburgh, where synoptic support was maximized.  ||Sufficient mid-level shear allowed storms to organize into a line over time, with the period of strongest activity occurring from 3:30 PM to 7:00 PM.  Many reports of tree and power line damage were received.  One injury occurred near Howe in Jefferson County, where a tree fell on a moving vehicle, injuring the driver when the windshield shattered.",The county emergency manager reported that a telephone pole was blown down on to a car.,CSV
201903,9,750,201903,9,750,134212,803763,ARKANSAS,5,March,Thunderstorm Wind,C,61,HOWARD,SHV,09/03/19 7:50,CST-6,09/03/19 7:50,0,0,0,0,0,0,Trained Spotter,61,EG,0,SW,ATHENS,0,SW,ATHENS,34.3175,-93.9738,34.3175,-93.9738,"A large upper level trough moved out of the Intermountain West and into the Southern Plains during the early morning hours of March 9th, taking on a negative tilt as it lifted east northeast across much of Central and Eastern Texas into Northern Louisiana and Southwest Arkansas. The trough allowed for a dry line to mix east across Central and Eastern Oklahoma, as well as Central Texas, into a region of moderate instability produced by a surge of very warm and moist air north from the Gulf of Mexico. As large scale forcing increased during the morning hours of the 9th, showers and thunderstorms, some of which were severe, developed and spread east northeast across Southeast Oklahoma, Southwest Arkansas, Northeast Texas, and North Louisiana. In Southwest Arkansas, reports of damaging winds, flash flooding, and small hail were received across portions of Sevier and Howard Counties. Very heavy rainfall which fell in a short period of time also resulting in localized areas of flash flooding across the north side of DeQueen.",Several chicken houses and barns were damaged in the Athens community. Trees and power lines were downed in the area as well.,CSV
201909,13,1808,201909,13,1808,141691,850735,OHIO,39,September,Thunderstorm Wind,C,43,ERIE,CLE,13/09/19 18:08,EST-5,13/09/19 18:08,0,0,0,0,2000,0,Amateur Radio,52,EG,1,E,VERMILION,1,E,VERMILION,41.42,-82.35,41.42,-82.35,A strong cold front interacted with a modestly unstable and humid environment across the area. A line of strong to severe thunderstorms developed ahead of the cold front and produced widespread wind damage across northern Ohio.,Several power lines and trees were blown down along State Route 6.,CSV
201907,28,2018,201907,28,2020,140683,845660,KANSAS,20,July,Thunderstorm Wind,C,159,RICE,ICT,28/07/19 20:18,CST-6,28/07/19 20:20,0,0,0,0,3000,0,Trained Spotter,61,EG,0,N,GENESEO,0,N,GENESEO,38.52,-98.15,38.52,-98.15,"Late in the evening on the 28th, a couple of isolated severe thunderstorms hit Rice County late that evening with gusts around 70 mph. The winds caused minor damage in Geneseo where a shed was damaged along with a fence.",A fence was blown down as were a few limbs.,CSV
201906,18,1709,201906,18,1709,139530,839439,ATLANTIC NORTH,88,June,Marine Thunderstorm Wind,Z,631,CHESAPEAKE BAY WINDMILL PT TO NEW PT COMFORT VA,AKQ,18/06/19 17:09,EST-5,18/06/19 17:09,0,0,0,0,0,0,Mesonet,36,MG,0,N,SILVER BEACH,0,N,SILVER BEACH,37.49,-75.98,37.49,-75.98,Scattered thunderstorms in advance of a surface trough of low pressure produced gusty winds across portions of the Chesapeake Bay and Virginia Coastal Waters.,Wind gust of 36 knots was measured at Silver Beach.,CSV
201906,12,1415,201906,12,1415,136511,819302,ATLANTIC SOUTH,87,June,Marine Thunderstorm Wind,Z,552,VOLUSIA-BREVARD COUNTY LINE TO SEBASTIAN INLET 0-20NM,MLB,12/06/19 14:15,EST-5,12/06/19 14:15,0,0,0,0,0,0,Other Federal Agency,43,MG,9,ENE,PLAYALINDA BEACH,9,ENE,PLAYALINDA BEACH,28.6,-80.64,28.6,-80.64,"Central Florida was sandwiched between the Atlantic ridge to the south and a weak low pressure system to the north. This continued the pattern of southwest winds and deep moisture across the Florida peninsula. In the middle atmosphere, a weather system was moving across the eastern U.S. and that provided enough energy to create an unstable atmosphere capable of producing severe thunderstorms. With plenty of daytime heating, showers and thunderstorms developed along the west coast sea breeze in the morning and pushed across the peninsula through the afternoon. As these storms approached the Brevard County coast, many became strong and produced strong wind gusts along much of the intracoastal and nearshore Atlantic waters. Also, one thunderstorm became severe as it moved across central Brevard County where two reports of winds over 60 mph were received from Merritt Island.",US Air Force wind tower 0311 measured a peak wind gust of 43 knots from the southwest.,CSV
201906,13,1434,201906,13,1434,136515,819315,ATLANTIC SOUTH,87,June,Marine Thunderstorm Wind,Z,555,SEBASTIAN INLET TO JUPITER INLET 0-20NM,MLB,13/06/19 14:34,EST-5,13/06/19 14:34,0,0,0,0,0,0,Mesonet,54,MG,1,E,ST. LUCIE NUCLEAR POWER PLANT,1,E,ST. LUCIE NUCLEAR POWER PLANT,27.35,-80.24,27.35,-80.24,"Central Florida remained with southwest to west winds as deep moisture moved into the area from the Gulf of Mexico. A weak surface front moved into the area from the north, and combined with daytime heating, ample moisture and a weak disturbance in the middle atmosphere helped to fuel numerous showers and thunderstorms across east central Florida. These showers and storms first developed on the western side of the peninsula along and ahead of the west coast sea breeze. As these storms pushed east a few storms became strong and produced strong winds along the Brevard and Martin County coastlines. One storm became severe as it moved through Saint Lucie County, producing a wind gust over 60 mph over the barrier islands.",Weatherflow site XSTL near the Saint Lucie Nuclear Power Plant measured a peak wind gust of 54 knots from the southeast.,CSV
201908,20,2017,201908,20,2017,141173,853481,OHIO,39,August,Thunderstorm Wind,C,67,HARRISON,PBZ,20/08/19 20:17,EST-5,20/08/19 20:17,0,0,0,0,3000,0,Department of Highways,50,EG,1,ESE,JEWETT,1,ESE,JEWETT,40.3653,-81.0206,40.3653,-81.0206,"A series of weak shortwaves in the mid-level flow lended support to thunderstorm development on August 20th.  Daytime heating was slowed by a cirrus shield earlier in the day, but later strong heating, continued moisture advection, and up to 30 knots of mid-level flow provided support for strong to severe thunderstorms.  Shear was weak overall, but the presence of ample downdraft CAPE supported a threat of wind damage from downbursts.  ||Storms forming in the mid to late afternoon hours, although becoming strong, did not produce any severe weather reports.  It was not until after 7 PM that storms were able to become strong enough to produce many reports of tree and power line damage.  The only report of structural damage was received from Guernsey County, where a large tree fell on to a home.",The county department of highways reported that trees were blown down along State Route 151 near Jewett.,CSV
201905,29,1310,201905,29,1310,135975,830357,PENNSYLVANIA,42,May,Thunderstorm Wind,C,35,CLINTON,CTP,29/05/19 13:10,EST-5,29/05/19 13:10,0,0,0,0,1000,0,Fire Department/Rescue,52,EG,2,WNW,EASTVILLE,2,WNW,EASTVILLE,41.0409,-77.2622,41.0409,-77.2622,"Another round of severe thunderstorms affected central Pennsylvania during the afternoon and early evening hours of May 29, 2019. Storms developed shortly after midday, in a moderately high CAPE and high shear environment. Discreet rotating cells formed ahead of a developing line of storms over northwestern PA. The primary threat ended up being wind damage, and one tornado was confirmed in Perry County.",A severe thunderstorm producing winds estimated near 60 mph knocked down a utility pole onto East Valley Road (Route 880).,CSV
201904,14,1340,201904,14,1340,136860,821118,NORTH CAROLINA,37,April,Thunderstorm Wind,C,89,HENDERSON,GSP,14/04/19 13:40,EST-5,14/04/19 13:40,0,0,0,0,5000,0,Public,55,EG,3,ESE,LEAD,3,ESE,LEAD,35.187,-82.431,35.187,-82.431,Numerous showers along with strong to severe thunderstorms developed across western North Carolina throughout the 14th in advance of a strong frontal system. Some of these storms produced areas of wind damage throughout the afternoon and evening.,Public reported a chimney blown off and partial roof damage to a home on Tall Oak Acres.,CSV
201906,20,2337,201906,20,2337,138389,833536,NEBRASKA,31,June,Thunderstorm Wind,C,99,KEARNEY,GID,20/06/19 23:37,CST-6,20/06/19 23:37,0,0,0,0,0,0,Public,61,EG,10,SSW,NORMAN,10,SSW,NORMAN,40.35,-98.86,40.35,-98.86,"The overall most significant, widespread damaging wind event of the 2019 convective season wrought havoc across much of South Central Nebraska between the late evening of Thursday the 20th and around sunrise on Friday the 21st. The culprits were two separate linear mesoscale convective systems (MCS), with the first one by far the most impactful. This first storm complex, which traversed the area between 10:30 p.m. and 3 a.m. CDT, produced a swath of damaging winds ranging anywhere from 60 up to around 90 MPH, particularly within a corridor centered roughly 15 miles either side of a line from Cambridge-Minden-Hastings-Sutton. Within this area, there were countless reports of damage, particularly to the likes of trees (many large trees uprooted), power poles/lines and irrigation pivots, but also to some structures (mainly rural outbuildings). A short list of some of the hardest-hit communities included: Arapahoe, Oxford, Kenesaw and Hastings, with Hastings likely enduring its most widespread tree damage in roughly five years. As just a few specific instances of damage and/or measured winds: a grain bin and outbuilding were destroyed near Holbrook with irrigation pipe blown up to one-half mile; an unofficial mesonet gusted to 95 MPH near Oxford; several farm outbuildings were damaged/destroyed near Phillips with sheet metal hanging in trees. Within the Tri Cities, Hastings clearly bore the brunt of wind issues, as Grand Island and Kearney only received a glancing blow of sub-severe gusts mainly in the 40-55 MPH range. However, some places outside of the main damage swath still weren't spared from storm impacts, including in Farwell, where a lightning-induced fire damaged a portion of the fire hall. This primary linear MCS exhibited impressive radar signatures including a bookend vortex and rear inflow notch, with the system as a whole taking on a notable S-shape on reflectivity. As the initial MCS began departing the local area into eastern Nebraska, a second round of storms got underway back to the west, in response to lift above the residual cold pool. Although not nearly as intense/organized as the earlier system, this convection congealed into a northeast-southwest oriented MCS as it entered southwestern counties such as Furnas/Gosper/Harlan between 3:30-4:30 a.m. CDT. For a while, this second system remained slightly sub-severe, with peak gusts only to around 50 MPH (including 53 MPH at Hastings airport). However, some intensification to marginally-severe levels occurred between 5:30-6:30 a.m. CDT in far southeast counties, evidenced by mesonet wind gusts of 67 MPH near Superior and 60 MPH at Davenport. The back edge of this second MCS departed the local area out of Thayer County by 7 a.m. CDT, finally ending the rocky night. ||Interestingly, severe-criteria hail was very limited during this event, taking a clear backseat to damaging winds. However, a few quarter size stones were reported in and near communities such as Cambridge and Nelson. The Cambridge area was likely the hardest-hit, as copious amounts of mainly small hail combined with winds to promote fairly extensive crop damage. Rainfall-wise, the majority of South Central Nebraska measured between 0.50-1.50, holding flooding issues at bay. However, there were limited corridors of 2-3+, particularly within parts of Furnas/Gosper/Phelps counties. Including more rain that fell on the morning of the 22nd, Thayer County actually dealt with some of the worst flooding issues in the ensuing few days, such as water over several rural roads and a bridge washout north of Chester. ||Looking at the meteorological setup, this was a fairly classic recipe for intense overnight convection in the Central Plains. In the mid-upper levels, seasonably-strong, west-southwesterly flow was in place, downstream from a large-scale trough centered over the Northern Rockies. At the surface, South Central Nebraska resided just north of a west-east oriented front stretched near the Kansas border. As a low-amplitude disturbance entered southern Nebraska during the evening, this forcing combined with a very unstable airmass and increasing moisture convergence within the exit region of a 30-40 knot southerly low level jet to spark the MCS activity. By late-night standards, it was a fairly volatile mesoscale environment, featuring 2000-4000 J/kg most-unstable CAPE and 30-40 knots of deep-layer wind shear.","Wind gusts estimated to be near 70 MPH caused damage approximately 3 miles northeast of Upland. Extensive tree damage occurred, including a large tree branch falling through the roof of a house and branches pushed deep into the ground. A grain bin was also severely damaged.",CSV
201905,21,1542,201905,21,1542,137355,825438,MISSOURI,29,May,Thunderstorm Wind,C,125,MARIES,SGF,21/05/19 15:42,CST-6,21/05/19 15:42,0,0,0,0,0,0,ASOS,50,MG,0,N,(VIH)ROLLA/VICHY ARP,0,N,(VIH)ROLLA/VICHY ARP,38.13,-91.77,38.13,-91.77,"Multiple rounds of storms producing heavy rainfall, severe winds, hail and tornadoes moved across the Missouri Ozarks from May 20th and into the early morning hours of May 24th as upper level disturbances interacted with a slow moving but powerful storm system over the central Plains. Tornadoes occurred with each round, with the strongest and most numerous tornadoes occurring during the late afternoon and evening of the 22nd. On the anniversary of the Joplin Tornado off 2011, another tornado, rated EF-3 struck the north side of Joplin. This storm system eventually produced subsequent tornadoes in Golden City, Eldon and Jefferson City. Unfortunately there were three fatalities as a result of the tornado in Golden City.  The cumulative rainfall caused areas of flash flooding with some flooding lingering across the region. Some locations in southeastern Kansas and southwestern Missouri reported in excess of 8 inches of rainfall over the 72 hour period. .",The Vichy/Rolla Airport ASOS reported a gust of 50 Knots from the southwest.,CSV
201906,19,2330,201906,19,2330,137830,829680,TEXAS,48,June,Thunderstorm Wind,C,401,RUSK,SHV,19/06/19 23:30,CST-6,19/06/19 23:30,0,0,0,0,0,0,Emergency Manager,52,EG,0,ENE,OLD LONDON,0,ENE,OLD LONDON,32.2316,-94.9439,32.2316,-94.9439,"A weakening complex of showers and thunderstorms entered portions of Northeast Texas during the pre-dawn hours of June 19th, but a strong southwesterly low level jet feeding into these storms interacted with adequate instability still in place for these storms to re-intensify over portions of East Texas, such that they became severe producing damaging winds that downed trees and power lines, which eventually spread into portions of Northwest Louisiana before weakening again shortly after daybreak. These storms also spawned a brief, weak tornado over Harrison County just northwest of the Nesbitt community. ||This complex of thunderstorms left behind a surface boundary which lifted north across Northeast Texas, Southeast Oklahoma, and Southwest Arkansas ahead of an approaching upper level shortwave trough. Strong heating near this surface boundary resulted in the development of moderate instability, with large scale forcing ahead of the approaching trough contributing to the development of a second round of severe thunderstorms during the late afternoon through the evening hours across East Texas. The storms produced damaging winds and large hail, with localized flash flooding in Northeast Wood County before finally weakening during the early morning hours of June 20th.",Power lines were downed.,CSV
201907,22,1826,201907,22,1845,140077,842763,ARIZONA,4,July,Thunderstorm Wind,C,9,GRAHAM,TWC,22/07/19 18:26,MST-7,22/07/19 18:45,0,0,0,0,0,0,Mesonet,62,MG,4,NNE,FT THOMAS,8,W,ARAVAIPA,33.09,-109.95,32.94,-110.49,Scattered showers and thunderstorms formed area wide during the afternoon and evening hours and generally moved westward. The storms caused severe wind gusts across southeast Arizona bringing down power poles and causing property damage.,Gust of 65 mph was recorded at Black Hills RAWS. Twenty minutes later a 71 mph gust was recorded at Horse Camp RAWS.,CSV
201907,29,1620,201907,29,1621,141181,848187,COLORADO,8,July,Thunderstorm Wind,C,41,EL PASO,PUB,29/07/19 16:20,MST-7,29/07/19 16:21,0,0,0,0,0,0,NWS Employee,65,EG,3,SW,SCHRIEVER AFB,3,SW,SCHRIEVER AFB,38.77,-104.57,38.77,-104.57,"During the afternoon hours of July 29th, a series of strong to severe thunderstorms moved through the Pikes Peak Region producing several reports of funnel clouds large hail and severe wind gusts. A majority of the reports are centered around one storm that moved through northern El Paso County and then off towards Kiowa County. This particular storm skirted just east of Colorado Springs producing several funnel clouds but no confirmed tornado. Large hail and severe wind gusts were the main impact from this storm.",Report of a 75 MPH wind gust near Schreiver AFB.,CSV
201904,13,1400,201904,13,1400,136499,819188,NORTH CAROLINA,37,April,Thunderstorm Wind,C,23,BURKE,GSP,13/04/19 14:00,EST-5,13/04/19 14:00,0,0,0,0,0,0,911 Call Center,50,EG,1,WNW,CALVIN,1,WNW,CALVIN,35.755,-81.765,35.755,-81.765,"Scattered clusters of heavy rain showers and thunderstorms developed in the vicinity of a stationary front across western North Carolina throughout the 13th. Repeated movement of showers and storms resulted in flash flooding developing across Cabarrus County beginning in the morning. Meanwhile, an isolated supercell thunderstorm produced large hail and isolated damaging wind gusts across Burke County during the afternoon.",County comms reported trees down on Highway 126.,CSV
201904,14,1739,201904,14,1739,135314,814642,LAKE ERIE,95,April,Marine Thunderstorm Wind,Z,146,AVON POINT TO WILLOWICK OH,CLE,14/04/19 17:39,EST-5,14/04/19 17:39,0,0,0,0,5000,0,Fire Department/Rescue,52,EG,8,NE,WILLOWICK,8,NE,WILLOWICK,41.7035,-81.3942,41.7035,-81.3942,A warm front lifted northward across the region during the afternoon of April 14th. A strong area of low pressure moved from southwest Ohio through north central Ohio during the afternoon. The atmosphere quickly became unstable with plenty of shear and modest instability for severe storms including supercells. Severe thunderstorms moved out onto Lake Erie with strong wind gusts.,A large tree was blown down on a house along the lakeshore and powerlines were blown down on a park trail in Mentor.,CSV
201905,25,1942,201905,25,1945,137456,826040,KANSAS,20,May,Thunderstorm Wind,C,173,SEDGWICK,ICT,25/05/19 19:42,CST-6,25/05/19 19:45,0,0,0,0,0,0,NWS Employee,61,EG,3,NNW,(ICT)WICHITA ARPT,3,NNW,(ICT)WICHITA ARPT,37.69,-97.46,37.69,-97.46,"A prolonged period of severe thunderstorms that produced a grand slam of flash floods, large hail, damaging winds & even a couple tornadoes hit nearly all of the Wichita (ICT) County Warning Area (CWA) throughout the afternoon & night on the 24th. Of the severe thunderstorm modes, floods & flash floods proved to be, by far, the greatest threat to these areas. The flash flooding continued across primarily Southeast Kansas well into the 25th and in parts of South-Central Kansas, the morning of the 26th. River flooding continued the following week.",A tree with a 6-8 inch diameter trunk was snapped off at the ground.,CSV
201908,20,1345,201908,20,1345,139819,840995,INDIANA,18,August,Thunderstorm Wind,C,147,SPENCER,PAH,20/08/19 13:45,CST-6,20/08/19 13:45,0,0,0,0,3000,0,Emergency Manager,52,EG,0,SW,PATRONVILLE,0,SW,PATRONVILLE,37.85,-87.12,37.85,-87.12,"A line of thunderstorms sagged southward across southwest Indiana during the afternoon hours. Strong winds along the leading edge of this line produced isolated damage. The line of storms was initially well-organized as it moved into southern Indiana. Weak low to mid level wind shear was the main limiting factor for a more widespread severe wind event. Strong instability during the hot and humid afternoon hours resulted in the regeneration of intense storm clusters along the line. Although the line of storms became somewhat disorganized as it continued southward, low-level lapse rates were sufficient to support locally damaging winds with the strongest storms.",A tree fell on a structure in Patronville.,CSV
201905,19,1620,201905,19,1620,135653,818526,PENNSYLVANIA,42,May,Thunderstorm Wind,C,55,FRANKLIN,CTP,19/05/19 16:20,EST-5,19/05/19 16:20,0,0,0,0,3000,0,Fire Department/Rescue,52,EG,1,SSE,NEW FRANKLIN,1,SSE,NEW FRANKLIN,39.8669,-77.6405,39.8669,-77.6405,"Discreet thunderstorm cells developed over the higher terrain of central Pennsylvania in a moderate-CAPE / low-shear environment during the afternoon and evening hours of May 19, 2019. As these storms progressed eastward, some of them produced wind damage and/or hail.",A severe thunderstorm producing winds estimated near 60 mph knocked down trees onto wires south of Chambersburg.,CSV
201909,12,1406,201909,12,1406,142343,854777,OKLAHOMA,40,September,Thunderstorm Wind,C,71,KAY,OUN,12/09/19 14:06,CST-6,12/09/19 14:06,0,0,0,0,0,0,Trained Spotter,56,EG,1,NE,PONCA CITY,1,NE,PONCA CITY,36.71,-97.07,36.71,-97.07,A slow moving cold front brought numerous storms with severe wind gusts on the 12th.,Trees and store signage down. Twitter picture. Time is radar estimate.,CSV
201904,19,1050,201904,19,1050,135617,815257,FLORIDA,12,April,Thunderstorm Wind,C,1,ALACHUA,JAX,19/04/19 10:50,EST-5,19/04/19 10:50,0,0,0,0,0,0,Fire Department/Rescue,50,EG,2,NNE,DAYVILLE,2,NNE,DAYVILLE,29.66,-82.37,29.66,-82.37,"A very strong pre-frontal squall line raced across the local area which caused widespread winds damage.  The environment had high bulk shear, elevated low level instability that nosed inland along a theta-E ridge axis from the GOMEX, a strong SSW low level jet, overridden by a strong mid level lobe of PVA.",Numerous trees were blown down across roads and on homes in Gainesville city limits.,CSV
201908,17,1800,201908,17,1800,139499,839131,VERMONT,50,August,Thunderstorm Wind,C,27,WINDSOR,BTV,17/08/19 18:00,EST-5,17/08/19 18:00,0,0,0,0,25000,0,Law Enforcement,60,EG,0,N,PLYMOUTH,0,N,PLYMOUTH,43.53,-72.73,43.53,-72.73,An upper level disturbance moving across a moderately unstable air mass across lead to the development of a line of strong to severe thunderstorms across the Mohawk Valley of NY that moved across southern VT. Several reports of wind damage accompanied these thunderstorms.,Trees and power lines downed across Plymouth.,CSV
201906,5,1557,201906,5,1558,137929,828942,NEW MEXICO,35,June,Thunderstorm Wind,C,25,LEA,MAF,05/06/19 15:57,MST-7,05/06/19 15:58,0,0,0,0,2000,0,Trained Spotter,61,EG,1,NNW,HOBBS,1,NNW,HOBBS,32.7112,-103.1375,32.7112,-103.1375,An upper level low was over New Mexico and provided lift over southeast New Mexico and West Texas. Good wind shear and instability were present across the area. These conditions resulted in thunderstorms that produced large hail and wind damage across southeast New Mexico and West Texas.,A thunderstorm moved across Lea County and produced wind damage in Hobbs. A power pole was downed by winds in central Hobbs at the intersection of Sanger and Shipp. A large tree was blown over by the wind. The cost of damage is a very rough estimate.,CSV
201905,31,1509,201905,31,1509,138243,830869,NORTH CAROLINA,37,May,Thunderstorm Wind,C,109,LINCOLN,GSP,31/05/19 15:09,EST-5,31/05/19 15:09,0,0,0,0,0,0,Law Enforcement,50,EG,2,N,REEPSVILLE,3,NNE,REEPSVILLE,35.542,-81.366,35.556,-81.351,"Scattered thunderstorms, including a couple of supercell thunderstorms developed along a cold front across western North Carolina during the afternoon. A couple of storms produced severe weather, mainly in the form of damaging winds.",Law enforcement reported trees blown down across Frank Cline Rd and Gilbert Hilton Rd.,CSV
